year,median_log1p,mad_log1p,scaled_dispersion_log1p,dispersion_method,mad_consistency,threshold_k,statistical_cutoff,n_refined,n_invalid_nan,n_invalid_inf,n_invalid_negative,n_invalid_sentinel,n_invalid_sentinel_999999,n_invalid_sentinel_9999999,n_invalid_sentinel_99999999,n_invalid_structural,n_valid_before_trim,n_statistical_outlier,n_removed_total,n_trusted,structural_invalid_rate,statistical_removal_rate,total_removal_rate,maximum_valid_before_trim,maximum_after,raw_n,raw_n_nan,raw_n_inf,raw_n_negative,raw_n_zero,raw_n_positive,raw_min,raw_max,raw_mean,raw_median,raw_std,raw_q01,raw_q25,raw_q50,raw_q75,raw_q99,raw_sum,valid_n,valid_n_nan,valid_n_inf,valid_n_negative,valid_n_zero,valid_n_positive,valid_min,valid_max,valid_mean,valid_median,valid_std,valid_q01,valid_q25,valid_q50,valid_q75,valid_q99,valid_sum,trusted_n,trusted_n_nan,trusted_n_inf,trusted_n_negative,trusted_n_zero,trusted_n_positive,trusted_min,trusted_max,trusted_mean,trusted_median,trusted_std,trusted_q01,trusted_q25,trusted_q50,trusted_q75,trusted_q99,trusted_sum,input_file,output_file,read_seconds,trim_seconds,write_seconds,total_seconds
1987,7.558864448195184,0.7354351606620515,1.0903561691975574,scaled_mad,1.4826,6.0,1330413.9757580613,296508,3893,0,0,0,0,0,0,3893,292615,0,3893,292615,0.013129493976553752,0.0,0.013129493976553752,500000.0,500000.0,296508,3893,0,0,0,292615,3.0,500000.0,4000.636700914002,1916.6666666666667,7741.134848936022,160.0,937.3333333333334,1916.6666666666667,4040.0,33750.0,1170646308.2379508,292615,0,0,0,0,292615,3.0,500000.0,4000.636700914002,1916.6666666666667,7741.134848936022,160.0,937.3333333333334,1916.6666666666667,4040.0,33750.0,1170646308.2379508,292615,0,0,0,0,292615,3.0,500000.0,4000.636700914002,1916.6666666666667,7741.134848936022,160.0,937.3333333333334,1916.6666666666667,4040.0,33750.0,1170646308.2379508,pnad_refined_1987.parquet,pnad_trusted_1987.parquet,0.004013312000004987,0.058065534000000696,0.011449023999993813,0.0735278699999995
1988,9.498097441615604,0.7507866925625688,1.1131163503932644,scaled_mad,1.4826,6.0,10604568.424470395,293627,3994,0,0,0,0,0,0,3994,289633,0,3994,289633,0.013602291342417422,0.0,0.013602291342417422,4500000.0,4500000.0,293627,3994,0,0,0,289633,2.5,4500000.0,29877.355418587245,13333.333333333334,62085.83170904581,888.8888888888889,6457.142857142857,13333.333333333334,29211.666666666668,265430.0,8653468081.95168,289633,0,0,0,0,289633,2.5,4500000.0,29877.355418587245,13333.333333333334,62085.83170904581,888.8888888888889,6457.142857142857,13333.333333333334,29211.666666666668,265430.0,8653468081.95168,289633,0,0,0,0,289633,2.5,4500000.0,29877.355418587245,13333.333333333334,62085.83170904581,888.8888888888889,6457.142857142857,13333.333333333334,29211.666666666668,265430.0,8653468081.95168,pnad_refined_1988.parquet,pnad_trusted_1988.parquet,0.004038061000002813,0.057033474000000695,0.011023895999997535,0.07209543100000104
1989,6.948705265311091,0.8733592342224066,1.2948424006581398,scaled_mad,1.4826,6.0,2465140.2579167406,300586,187018,0,0,0,0,0,0,187018,113568,0,187018,113568,0.6221780122826746,0.0,0.6221780122826746,625002.0,625002.0,300586,187018,0,0,50,113518,0.0,625002.0,2958.627834103776,1040.8,8534.331979992949,46.23076923076923,498.4,1040.8,2567.625,30002.0,336005445.8634976,113568,0,0,0,50,113518,0.0,625002.0,2958.627834103776,1040.8,8534.331979992949,46.23076923076923,498.4,1040.8,2567.625,30002.0,336005445.8634976,113568,0,0,0,50,113518,0.0,625002.0,2958.627834103776,1040.8,8534.331979992949,46.23076923076923,498.4,1040.8,2567.625,30002.0,336005445.8634976,pnad_refined_1989.parquet,pnad_trusted_1989.parquet,0.0056055810000046336,0.045352215999997725,0.00517962400000016,0.05613742100000252
1990,10.357822186743848,0.8674478720857177,1.286078215154285,scaled_mad,1.4826,6.0,70723711.99477115,305794,190009,0,0,0,0,0,0,190009,115785,0,190009,115785,0.6213627474705193,0.0,0.6213627474705193,25000004.0,25000004.0,305794,190009,0,0,196,115589,0.0,25000004.0,80747.4011213423,31501.5,211427.28391755544,1500.2,14000.6,31501.5,76251.25,750003.5,9349337838.834618,115785,0,0,0,196,115589,0.0,25000004.0,80747.4011213423,31501.5,211427.28391755544,1500.2,14000.6,31501.5,76251.25,750003.5,9349337838.834618,115785,0,0,0,196,115589,0.0,25000004.0,80747.4011213423,31501.5,211427.28391755544,1500.2,14000.6,31501.5,76251.25,750003.5,9349337838.834618,pnad_refined_1990.parquet,pnad_trusted_1990.parquet,0.006458486000006758,0.04507243799999827,0.00533258000000103,0.05686350400000606
1992,12.936036208848487,0.6948674159324888,1.0302104308615079,scaled_mad,1.4826,6.0,200695378.98954552,76440,0,0,0,0,0,0,0,0,76440,0,0,76440,0.0,0.0,0.0,125500000.0,125500000.0,76440,0,0,0,1118,75322,0.0,125500000.0,790108.087158418,415000.0,1583958.8649833836,0.0,202836.16964285716,415000.0,816152.5,6129358.365000002,60395862182.38947,76440,0,0,0,1118,75322,0.0,125500000.0,790108.087158418,415000.0,1583958.8649833836,0.0,202836.16964285716,415000.0,816152.5,6129358.365000002,60395862182.38947,76440,0,0,0,1118,75322,0.0,125500000.0,790108.087158418,415000.0,1583958.8649833836,0.0,202836.16964285716,415000.0,816152.5,6129358.365000002,60395862182.38947,pnad_refined_1992.parquet,pnad_trusted_1992.parquet,0.0023525209999988306,0.025773389000001146,0.004553246000000399,0.032679156000000376
1993,9.067354906294602,0.6930894932444076,1.0275744826841586,scaled_mad,1.4826,6.0,4125928.1563061425,77843,0,0,0,0,0,0,0,0,77843,0,0,77843,0.0,0.0,0.0,4017500.0,4017500.0,77843,0,0,0,1025,76818,0.0,4017500.0,17499.86112474671,8666.666666666666,38989.91766117366,0.0,4275.0,8666.666666666666,17142.85714285714,152452.25000000015,1362241689.533658,77843,0,0,0,1025,76818,0.0,4017500.0,17499.86112474671,8666.666666666666,38989.91766117366,0.0,4275.0,8666.666666666666,17142.85714285714,152452.25000000015,1362241689.533658,77843,0,0,0,1025,76818,0.0,4017500.0,17499.86112474671,8666.666666666666,38989.91766117366,0.0,4275.0,8666.666666666666,17142.85714285714,152452.25000000015,1362241689.533658,pnad_refined_1993.parquet,pnad_trusted_1993.parquet,0.0020583510000022898,0.02554772799999938,0.004620652999996366,0.03222673199999804
1995,4.77912349311153,0.7015860492058099,1.0401714765525336,scaled_mad,1.4826,6.0,61091.98656656969,83455,0,0,0,0,0,0,0,0,83455,0,0,83455,0.0,0.0,0.0,23000.0,23000.0,83455,0,0,0,1209,82246,0.0,23000.0,251.17817743922058,118.0,486.0617795082694,0.0,60.0,118.0,250.0,2166.6666666666665,20962074.798190154,83455,0,0,0,1209,82246,0.0,23000.0,251.17817743922058,118.0,486.0617795082694,0.0,60.0,118.0,250.0,2166.6666666666665,20962074.798190154,83455,0,0,0,1209,82246,0.0,23000.0,251.17817743922058,118.0,486.0617795082694,0.0,60.0,118.0,250.0,2166.6666666666665,20962074.798190154,pnad_refined_1995.parquet,pnad_trusted_1995.parquet,0.0021184969999978875,0.027180706999999416,0.003869010999999034,0.03316821499999634
1996,4.890349128221754,0.7288432781338283,1.0805830441612139,scaled_mad,1.4826,6.0,87015.0090858066,82551,0,0,0,0,0,0,0,0,82551,0,0,82551,0.0,0.0,0.0,30000.0,30000.0,82551,0,0,0,1677,80874,0.0,30000.0,283.7468729715608,132.0,541.8219154288261,0.0,66.66666666666667,132.0,288.5,2430.75,23423588.110675313,82551,0,0,0,1677,80874,0.0,30000.0,283.7468729715608,132.0,541.8219154288261,0.0,66.66666666666667,132.0,288.5,2430.75,23423588.110675313,82551,0,0,0,1677,80874,0.0,30000.0,283.7468729715608,132.0,541.8219154288261,0.0,66.66666666666667,132.0,288.5,2430.75,23423588.110675313,pnad_refined_1996.parquet,pnad_trusted_1996.parquet,0.001796457999994061,0.02545026500000347,0.0039000789999974472,0.031146801999994977
1997,4.936869143856646,0.7222754534829683,1.0708455873338487,scaled_mad,1.4826,6.0,85985.24906513945,87988,0,0,0,0,0,0,0,0,87988,0,0,87988,0.0,0.0,0.0,53820.0,53820.0,87988,0,0,0,1514,86474,0.0,53820.0,296.8638742859821,138.33333333333334,602.6969891096128,0.0,70.0,138.33333333333334,300.0,2500.0,26120458.570674993,87988,0,0,0,1514,86474,0.0,53820.0,296.8638742859821,138.33333333333334,602.6969891096128,0.0,70.0,138.33333333333334,300.0,2500.0,26120458.570674993,87988,0,0,0,1514,86474,0.0,53820.0,296.8638742859821,138.33333333333334,602.6969891096128,0.0,70.0,138.33333333333334,300.0,2500.0,26120458.570674993,pnad_refined_1997.parquet,pnad_trusted_1997.parquet,0.003108679000000336,0.033133933000002,0.0037913649999978816,0.04003397700000022
1998,4.981320906427481,0.7186410293861654,1.0654571901679286,scaled_mad,1.4826,6.0,87033.8635160188,88562,0,0,0,0,0,0,0,0,88562,0,0,88562,0.0,0.0,0.0,40500.0,40500.0,88562,0,0,0,1432,87130,0.0,40500.0,312.3489798541759,144.66666666666666,625.4432112744173,0.0,75.0,144.66666666666666,306.6666666666667,2767.9874999999993,27662250.35384553,88562,0,0,0,1432,87130,0.0,40500.0,312.3489798541759,144.66666666666666,625.4432112744173,0.0,75.0,144.66666666666666,306.6666666666667,2767.9874999999993,27662250.35384553,88562,0,0,0,1432,87130,0.0,40500.0,312.3489798541759,144.66666666666666,625.4432112744173,0.0,75.0,144.66666666666666,306.6666666666667,2767.9874999999993,27662250.35384553,pnad_refined_1998.parquet,pnad_trusted_1998.parquet,0.0018744819999980677,0.028833231999996656,0.004008261999999263,0.03471597599999399
1999,5.000584958242754,0.706525306506121,1.047494419425975,scaled_mad,1.4826,6.0,79661.2797475169,91737,0,0,0,0,0,0,0,0,91737,0,0,91737,0.0,0.0,0.0,28445.0,28445.0,91737,0,0,0,1365,90372,0.0,28445.0,312.3955307807227,147.5,586.008998362155,0.0,75.0,147.5,308.5,2666.6666666666665,28658228.807231158,91737,0,0,0,1365,90372,0.0,28445.0,312.3955307807227,147.5,586.008998362155,0.0,75.0,147.5,308.5,2666.6666666666665,28658228.807231158,91737,0,0,0,1365,90372,0.0,28445.0,312.3955307807227,147.5,586.008998362155,0.0,75.0,147.5,308.5,2666.6666666666665,28658228.807231158,pnad_refined_1999.parquet,pnad_trusted_1999.parquet,0.002094296000002771,0.029897009999999113,0.00427732800000058,0.036268634000002464
2001,5.198497031265826,0.6876375247489763,1.0194913941928323,scaled_mad,1.4826,6.0,82078.65001312198,101423,0,0,0,0,0,0,0,0,101423,0,0,101423,0.0,0.0,0.0,40000.0,40000.0,101423,0,0,0,1885,99538,0.0,40000.0,360.8100437669634,180.0,696.2172897722613,0.0,90.0,180.0,360.0,3150.0,36594437.06897673,101423,0,0,0,1885,99538,0.0,40000.0,360.8100437669634,180.0,696.2172897722613,0.0,90.0,180.0,360.0,3150.0,36594437.06897673,101423,0,0,0,1885,99538,0.0,40000.0,360.8100437669634,180.0,696.2172897722613,0.0,90.0,180.0,360.0,3150.0,36594437.06897673,pnad_refined_2001.parquet,pnad_trusted_2001.parquet,0.0021337319999972237,0.03025843100000003,0.0043030360000031465,0.0366951990000004
2002,5.303304908059076,0.688184391217816,1.020302178419534,scaled_mad,1.4826,6.0,91592.7190122804,103915,0,0,0,0,0,0,0,0,103915,1,1,103914,0.0,9.623249771447819e-06,9.623249771447819e-06,154000.0,38000.0,103915,0,0,0,1415,102500,0.0,154000.0,395.4087221552092,200.0,872.0366451525754,0.0,100.0,200.0,400.0,3358.600000000006,41088897.36275856,103915,0,0,0,1415,102500,0.0,154000.0,395.4087221552092,200.0,872.0366451525754,0.0,100.0,200.0,400.0,3358.600000000006,41088897.36275856,103914,0,0,0,1415,102499,0.0,38000.0,393.93053258231384,200.0,730.338382740047,0.0,100.0,200.0,400.0,3350.0,40934897.36275856,pnad_refined_2002.parquet,pnad_trusted_2002.parquet,0.0018721149999976205,0.03293121300000479,0.0046533639999992715,0.03945669200000168
2003,5.4510384535657,0.6648536719173341,0.9857120539846396,scaled_mad,1.4826,6.0,86275.34844628305,105676,0,0,0,0,0,0,0,0,105676,0,0,105676,0.0,0.0,0.0,38000.0,38000.0,105676,0,0,0,1663,104013,0.0,38000.0,429.6820416424124,232.0,775.8540375791118,0.0,114.125,232.0,440.0,3600.0,45407079.432603575,105676,0,0,0,1663,104013,0.0,38000.0,429.6820416424124,232.0,775.8540375791118,0.0,114.125,232.0,440.0,3600.0,45407079.432603575,105676,0,0,0,1663,104013,0.0,38000.0,429.6820416424124,232.0,775.8540375791118,0.0,114.125,232.0,440.0,3600.0,45407079.432603575,pnad_refined_2003.parquet,pnad_trusted_2003.parquet,0.002185607000001255,0.033989614999995865,0.004638496000005432,0.04081371800000255
2004,5.564520407322694,0.6796464933410427,1.0076438910274297,scaled_mad,1.4826,6.0,110235.54593062724,110351,0,0,0,0,0,0,0,0,110351,0,0,110351,0.0,0.0,0.0,61250.0,61250.0,110351,0,0,0,1337,109014,0.0,61250.0,475.56951908002645,260.0,891.0074390093745,0.0,130.0,260.0,493.0,4000.0,52479572.0,110351,0,0,0,1337,109014,0.0,61250.0,475.56951908002645,260.0,891.0074390093745,0.0,130.0,260.0,493.0,4000.0,52479572.0,110351,0,0,0,1337,109014,0.0,61250.0,475.56951908002645,260.0,891.0074390093745,0.0,130.0,260.0,493.0,4000.0,52479572.0,pnad_refined_2004.parquet,pnad_trusted_2004.parquet,0.0019329690000020605,0.03423969100000335,0.003239828999994643,0.03941248900000005
2005,5.69035945432406,0.6730796175091358,0.9979078409190447,scaled_mad,1.4826,6.0,117924.28203989312,114576,0,0,0,0,0,0,0,0,114576,0,0,114576,0.0,0.0,0.0,64533.0,64533.0,114576,0,0,0,1253,113323,0.0,64533.0,528.1295733836056,295.0,969.5543630883552,0.0,150.0,295.0,537.0,4302.75,60510974.0,114576,0,0,0,1253,113323,0.0,64533.0,528.1295733836056,295.0,969.5543630883552,0.0,150.0,295.0,537.0,4302.75,60510974.0,114576,0,0,0,1253,113323,0.0,64533.0,528.1295733836056,295.0,969.5543630883552,0.0,150.0,295.0,537.0,4302.75,60510974.0,pnad_refined_2005.parquet,pnad_trusted_2005.parquet,0.0022080999999971596,0.035912684999999556,0.003507511000002239,0.041628295999998954
2006,5.802118375377063,0.6316343803389115,0.9364611322904701,scaled_mad,1.4826,6.0,91205.83962329943,116334,0,0,0,0,0,0,0,0,116334,1,1,116333,0.0,8.595939278284938e-06,8.595939278284938e-06,100000.0,79400.0,116334,0,0,0,1106,115228,0.0,100000.0,587.8893014939742,330.0,1097.557688482805,6.0,170.0,330.0,600.0,4850.0,68391514.0,116334,0,0,0,1106,115228,0.0,100000.0,587.8893014939742,330.0,1097.557688482805,6.0,170.0,330.0,600.0,4850.0,68391514.0,116333,0,0,0,1106,115227,0.0,79400.0,587.0347536812426,330.0,1058.1537565041779,6.0,170.0,330.0,600.0,4850.0,68291514.0,pnad_refined_2006.parquet,pnad_trusted_2006.parquet,0.0020280610000043,0.03782210299999633,0.0035611119999998664,0.0434112760000005
2007,5.902633333401366,0.6498745536332242,0.9635040132166182,scaled_mad,1.4826,6.0,118616.27501061746,115112,0,0,0,0,0,0,0,0,115112,0,0,115112,0.0,0.0,0.0,60000.0,60000.0,115112,0,0,0,1891,113221,0.0,60000.0,628.2308708040864,365.0,1120.6388194434421,0.0,187.0,365.0,650.0,5000.0,72316912.0,115112,0,0,0,1891,113221,0.0,60000.0,628.2308708040864,365.0,1120.6388194434421,0.0,187.0,365.0,650.0,5000.0,72316912.0,115112,0,0,0,1891,113221,0.0,60000.0,628.2308708040864,365.0,1120.6388194434421,0.0,187.0,365.0,650.0,5000.0,72316912.0,pnad_refined_2007.parquet,pnad_trusted_2007.parquet,0.0022502310000049874,0.03516299699999337,0.003487243000002138,0.04090047100000049
2008,6.030685260261263,0.6362715321679433,0.9433361735921927,scaled_mad,1.4826,6.0,119454.87099954819,114822,0,0,0,0,0,0,0,0,114822,1,1,114821,0.0,8.709132396230688e-06,8.709132396230688e-06,150000.0,85000.0,114822,0,0,0,1576,113246,0.0,150000.0,709.2156294089983,415.0,1334.3538722220633,0.0,207.0,415.0,733.0,5538.739999999962,81433557.0,114822,0,0,0,1576,113246,0.0,150000.0,709.2156294089983,415.0,1334.3538722220633,0.0,207.0,415.0,733.0,5538.739999999962,81433557.0,114821,0,0,0,1576,113245,0.0,85000.0,707.9154248787243,415.0,1259.5252391026913,0.0,207.0,415.0,733.0,5533.800000000003,81283557.0,pnad_refined_2008.parquet,pnad_trusted_2008.parquet,0.0025337309999997615,0.03491239600000284,0.0034377699999978972,0.0408838970000005
2009,6.113682179832232,0.6288852463415768,0.9323852662260218,scaled_mad,1.4826,6.0,121538.40099146667,117827,0,0,0,0,0,0,0,0,117827,0,0,117827,0.0,0.0,0.0,94669.0,94669.0,117827,0,0,0,1625,116202,0.0,94669.0,760.8806046152409,451.0,1355.6017941113585,0.0,232.0,451.0,797.0,6000.0,89652279.0,117827,0,0,0,1625,116202,0.0,94669.0,760.8806046152409,451.0,1355.6017941113585,0.0,232.0,451.0,797.0,6000.0,89652279.0,117827,0,0,0,1625,116202,0.0,94669.0,760.8806046152409,451.0,1355.6017941113585,0.0,232.0,451.0,797.0,6000.0,89652279.0,pnad_refined_2009.parquet,pnad_trusted_2009.parquet,0.002376142000002801,0.033365638999995895,0.00335360200000423,0.039095383000002926
